review_id,company_name,job_title,company_id,job_title_id,review,attrition_level
1686092,Apple,Apple Employee,291,1,"""It's been a great position and company.  They truly do care about work/life balance.""",high
1679066,Apple,Apple Employee,291,1,"""Great company. Really terrible surrounding area.""",high
1674946,Apple,Apple Employee,291,1,"""Apple is amazing! I'd work for them again in a heartbeat, but probably not in retail.""",high
1673266,Apple,Apple Employee,291,1,"""In the limited time I was given to work with Apple I was nothing short of amazed at their incredible work environment.""",high
1672472,Apple,Apple Employee,291,1,"""I worked in the Southcenter Apple retail store in 2012. The sales floor gets really busy but is still a fun environment. The Back of House is where I spent most of my time and it was a great place to work. The management wasn't perfect, but they were better than other places I have been. The work is easy to do and the pay has improved since I've been there.""",high
1669576,Apple,Technical Support Agent,291,14333,"""This is a fantastic company to work for. If you like talking on the phone all day, that is.""",high
1669528,Apple,Apple Employee,291,1,"""As with any company, things can often become political. If you are well liked then you will be given opportunities despite your current level of success. I have seen many more qualified individual be passed over because of this. Apple suffers from the inability to treat all employees that same.""",high
1668131,Apple,Technician,291,41,"""I believe working for Apple is more hype than it is to real work there.""",high
1667230,Apple,Engineering Program Manager,291,13829,"""I love the the work I do generally and colleagues are great.""",high
1667079,Apple,Apple Employee,291,1,"""The work was good. The work environment and the co-workers are very good.""",high
1665780,Apple,Senior Java Developer,291,11154,"""I have worked with Apple since March 2013.""",high
1665389,Apple,Senior Java Developer,291,11154,"""Have been working with Apple as a contractor since March 2013.""",high
1663697,Apple,Apple Employee,291,1,"""Not a fun environment, When I first started it was great but as Steve got sick and people started taking over, it became less about the customers and more about sales numbers and how much can I sell to look good. I miss the old Apple but I would never go back.  They are a very political and immature company that unless you know someone you do NOT move up in the company.""",high
1663228,Apple,Specialist,291,9603,"""I am working for Apple this last 2 years and found it an awesome company, I am learning day to day, new skills and learning how to focus on client needs. Now is just time move on and follow my fream job as full time in management, specially under agile/scrum framework as is the perfect combination of tools, events, etc for getting the job done on time and achieving the clients expectations.""",high
1660975,Apple,Apple Employee,291,1,"""I love working here, not only the environment, but also the people working here. They would like to talk to each other and help each other. What is more, I can improve my leadership here, because I had a chance to be a leader in a team. Although the time is short, but I think I learned many things. I appreciate Apple.""",high
1660956,Apple,Software QA Engineer,291,9622,"""This is really good company to work with, the work environment is so relaxing, friendly, and innovative. I am so proud to work with smart and innovative people in my team. This is the best experience in my career.""",high
1660747,Apple,Apple Employee,291,1,"""Great company to work for. Depending on locations I have worked, which were many, there were great managers that wants you to succeed and other that did not care and had no direction. It is really what you make out of it. I like that there is no seniority and that its up to you to move quickly up the ranks, whether it be retail or corporate.""",high
1657131,Apple,Fraud Prevention Specialist,291,28770,"""It was a great experience. If given the opportunity, will do it again.""",high
1654564,Apple,Apple Employee,291,1,"""Awesome company with high quality products and awesome people around you in each store or within the headquarters. In Germany only the typical German how-to mentality is decreasing this feeling.""",high
1653805,Apple,Apple Employee,291,1,"""Apple is a good company that makes great products. The position was just not a good fit for me personally.""",high
1651272,Apple,Apple Employee,291,1,"""Apple is a great company. I was able to gain lots of experience with customer service there. The coworkers make Apple a great place to work though, not so much the supervisors. And to move up or get promoted really is hard, because supervisors have favorites.""",high
1650758,Apple,Apple Employee,291,1,"""Overall this is a great company to start your personal development and gain the tools to a rewarding career path in the future either with the company or in another endeavor.""",high
1650731,Apple,Apple Employee,291,1,"""I worked at Apple for 4 years and found it to be exciting, challenging and entrepreneurial. Culture encourages big thinking and ambition but there are pockets that can be territorial - hindering progress.""",high
1650038,Apple,Computer Repair Technician,291,11526,"""This company is very unstable. But it is an alright company.""",high
1649767,Apple,Specialist,291,9603,"""I worked for Apple for about 6 months, and enjoyed the working environment. It is a fun place, very relaxed and open. Much like any business, there are goals to meet, however at Apple Store the customer comes before the goals. The key focus to the position is making sure the customer experience is a fun and enjoyable one.""",high
1647064,Apple,Apple Employee,291,1,"""Good company to work for, but it lacked internal direction on contracting employment which was being addressed.""",high
1645108,Apple,Specialist,291,9603,"""Apple was a great company to work for. I made a lot of great connections there and value my time there as an employee. They also gave me the ability to make many decisions regarding customer satisfaction on my own.""",high
1644175,Apple,Expert Advisor,291,52721,"""It is what it is. The overall store size is lacking hence leading to a difficult interaction with front facing clients and customers.""",high
1643608,Apple,Apple Employee,291,1,"""Great place to work but getting to a Manager level position is challenging as an internal employee.""",high
1641927,Apple,Individual Contributor,291,140144,"""Working at Apple was everything I dreamed about, shame it wasn't in Cupertino. Hopefully it will be next time.""",high
1638163,Apple,Programmer Analyst,291,60,"""I have worked with Apple Inc for the past 2 years and found it to be a strong place to work.""",high
1637665,Apple,Program Support Advisor,291,139875,"""I started to work with Apple in September 2013. I enjoy my team however being an extremely passionate creative artist and observer, I continually look for opportunities to learn and advance my talents.""",high
1637656,Apple,Program Developer,291,14177,"""I currently provide support in a call center helping developers enroll into the Developer Program. It is a satisfactory job, but it is not very challenging. I possess a strong team player mentality and understand the broader range of business objectives. Getting paid to do what I love is not only a blessing, but it is a privilege that I pursue constantly. I feel my artistic expression is worth sharing, and I desire to express it in an environment that aligns on my creative level.""",high
1637567,Apple,Business Manager,291,13316,"""I originally was hired to tap into the Business Market as an Account Manager with the objective to develop an inside sales team. The focus changed after 2 years of being at Apple to a Retail focus. The new objective of a Business Manager is to enter receipts and being very transactional. When I approached my Manager about transferring to Cupertino, I was immediately shot down and black listed. If you're in Retail and interested in business, this would be a good starting point.""",high
1634283,Apple,Software QA Engineer,291,9622,"""I have worked for Apple for less than a year as a QA Engineer. I love my experience with Apple.""",high
1629863,Apple,Apple Employee,291,1,"""Pretty fun and a beautiful experience.""",high
1627908,Apple,Apple Employee,291,1,"""I have worked for Apple as an ASC for over 8 years and if you thrive in retail management, coaching, training and developing people while excelling at sales then this is for you. I have gained immeasurable experience in this role over the years in business, metrics and influence.""",high
1625669,Apple,Apple Employee,291,1,"""Apple is a great company to work for. They are very demanding and you have the opportunity to work with very smart and talented people. Onsite gyms and cafeterias make it pretty easy to keep your fitness inline.""",high
1624975,Apple,Apple Employee,291,1,"""I am a contract worker with Apple and the management is good but the work life balance is not.""",high
1621598,Apple,Apple Employee,291,1,"""It is a decent place to work for, but I do not feel that the nature of my work is challenging enough. Although my skill set and previous work experience were transferable to this job, I am looking for a change where I will find the work more mentally stimulating.""",high
1616739,Apple,Apple Employee,291,1,"""I have reached a point where working for Apple has become a place that does not fulfill my passions. For many it does.""",high
1614404,Apple,Software QA Engineer,291,9622,"""I worked for Apple for about 5 months. Very good company.""",high
1613383,Apple,Systems Administrator,291,13378,"""Yes Apple is a good place to work.The work culture is really good and you will get a chance to work on advanced equipment and learn new things.""",high
1612279,Apple,Apple Employee,291,1,"""Generally speaking, Apple is an awesome company to work. However, one's experience at Apple depends on the type of manager you have. If you are lucky, you will have a great manager who cares about nothing but the team's well being.""",high
1609601,Apple,Apple Employee,291,1,"""With over 15 years in this industry, I take pride in my ability to architect and deliver solid Information Technology solutions. I am meticulous by nature and have a diverse background on both Unix/Linux and Windows platforms.

 Over the course of my career, I have served as Technical Architect, Subject Matter Expert, Project Manager and just plain old Systems Admin guy! My robust work experience spans the financial (Chase, PNC), Retail (Apple, GAP) and Medical industries (Ohio Health). This ha""",high
1608962,Apple,Quality Assurance Specialist,291,145769,"""Started as a very small team working on the iPhone localization, which was my very first job after college.""",high
1608902,Apple,Chat Agent,291,50297,"""Apple was a great company to work for, they really value their employees and work hard to make sure they know it. I will always value the knowledge and experience I gained while working for Apple.""",high
1608006,Apple,Computer Technician,291,14728,"""I have worked for Apple, Inc. since 2007 and have seen the company change in many ways. Despite these changes they have always placed high importance in their people and creating memorable experiences for both employees and customers by delivering the best services and products possible.""",high
1606137,Apple,Apple Employee,291,1,"""Excellent company to work for while starting a career in technology.""",high
1605167,Apple,Apple Employee,291,1,"""Great company to work for. Lots of great people and incentives. I enjoyed working there.""",high
1603192,Apple,Apple Employee,291,1,"""Excellent place to work for and to establish a career.""",high
1600520,Apple,Apple Employee,291,1,"""Good company to work but you have to put a lot of hours and extra hard effort to be recognized.""",high
1600211,Apple,Apple Employee,291,1,"""I have been a creative instructor since 2007 in Apple Store, Pentagon City.""",high
1599538,Apple,iOS Technical Support Advisor,291,138954,"""Good Company to work with. They provide you online training.""",high
448000,Apple,Supply Chain Intern,291,10533,"""Apple is a great company!""",high
446595,Apple,Lead QA Engineer,291,9542,"""Very good learning experience and environment to demonstrate skills and grow.""",high
442768,Apple,Mac Genius,291,17012,"""Apple technician for over 10 years.""",high
442692,Apple,Technical Support Engineer,291,9442,"""I love working with others, and the flow of ideas is invigorating.""",high
442669,Apple,Campus Representative,291,11359,"""Nothing short of amazing.""",high
440771,Apple,Family Room Specialist,291,28336,"""How about one word Perfect.""",high
440239,Apple,Specialist,291,9603,"""Overall, it has been a very positive experience.""",high
439194,Apple,Marketing Specialist,291,13836,"""I liked the people, the energy, the great gadgets, and the constantly changing dynamic.""",high
438631,Apple,Build Engineer,291,13822,"""I like having really matured technology, and people always try to improve things.""",high
436181,Apple,Sales Specialist,291,15284,"""Apple was a great place to work.""",high
434580,Apple,Retail Sales Associate,291,14895,"""I like the people I work with and the benefits I get.""",high
431141,Apple,IT Project Manager,291,12706,"""Good positive company with a great outlook and friendly staff.""",high
429543,Apple,Software Engineering Intern,291,138989,"""I worked at Apple Inc. as an intern for six months.""",high
429386,Apple,Creative Specialist,291,19240,"""I like the empowerment. We, aligned with servant leadership, are empowered every day to solve problems, drive results, and enrich lives. I do all this while contributing to the training and development system at Apple.""",high
429275,Apple,Solutions Architect,291,10138,"""I did not like my experience with Apple as a contractor.""",high
428831,Apple,Software Engineer,291,13,"""I loved working for Apple.""",high
427296,Apple,Application Developer,291,11825,"""I had a lot of fun developing apps. It's a great source for extra income.""",high
426776,Apple,Business Manager,291,13316,"""If you're into politics and not results, this is your place.""",high
425353,Apple,Mac Specialist,291,8232,"""Really good for retail.""",high
424826,Apple,Business Manager,291,13316,"""Overall, the culture and people are amazing. Pay, not so much.""",high
424789,Apple,Genius,291,15444,"""It is fast-paced, with quick work days and fun people to be around.""",high
423422,Apple,Specialist,291,9603,"""Love the customers and the employees. Management changes frequently.""",high
422113,Apple,Specialist,291,9603,"""It's a great work environment, it has lots of perks, and the hours are pretty relaxed.""",high
421628,Apple,Chat Agent,291,50297,"""I liked the great interaction with colleagues, laid back culture, challenging job, and great customer care.""",high
421302,Apple,Family Room Specialist,291,28336,"""It's very enriching to be able to work with a great team.""",high
421266,Apple,Inventory Control Specialist,291,10151,"""I feel like the only thing that I like are the benefits.""",high
420740,Apple,Genius,291,15444,"""I like people and technology, experience over profit, and people over bottom lines.""",high
420390,Apple,Family Room Specialist,291,28336,"""I like the atmosphere. Everyone actually loves being there and enjoys doing their job, which in turn makes doing my job much easier.""",high
420066,Apple,Technical Support Administrator,291,12325,"""It pays decently, and the benefits are OK sometimes, it seems.""",high
419711,Apple,Technical Support Analyst,291,8182,"""I like helping people. I like working from home. I like my work.""",high
419227,Apple,Specialist,291,9603,"""I like my intelligent, fun coworkers who inspire me. I also like being able to work with technology.""",high
418396,Apple,Inventory Control Specialist,291,10151,"""I like my team, my coworkers, the company as a whole, the technology, and the benefits.""",high
418235,Apple,Specialist,291,9603,"""Apple creates some of the most interesting and well designed products in the world. It is a tremendous privilege to be able to interact with these products on such a regular basis. The people with whom I work are some of the most interesting, most varied in personality and interests, that I have ever met. There is a great deal of creativity relating to problem solving on the fly; this is one of the best parts about working for Apple.""",high
417938,Apple,Help Desk Representative,291,12940,"""I work from home with no supervision of any kind.""",high
417728,Apple,Sales Specialist,291,15284,"""Basically, I feel like there are impossible standards being demanded of employees, where management is not held to the same standards.""",high
417606,Apple,Genius,291,15444,"""I enjoy being around my colleagues. We have a fun time with all the stress. We really are a big family. Occasionally, you get a really cool person who you can really make their day and help them out. That makes you feel good about your job.""",high
416706,Apple,Genius,291,15444,"""I work with some amazing people. I love Apple products. Apple has great benefits.""",high
415938,Apple,Senior Software Engineer,291,22,"""Apple is a fantastic company to work at with exciting products and individuals.""",high
415466,Apple,Hardware Technician,291,15269,"""I never took a vacation when I was working for Apple.""",high
411153,Apple,Business Analyst,291,44,"""There is nothing which I do not like. I have a great team, responsibility, and flexibility.""",high
410811,Apple,Senior Product Manager,291,12377,"""I like the excellent exposure to product development and management, and Agile Way. True experience! Excellent industry domain exposure with a great exposure to cross functional teams.""",high
407392,Apple,Accounts Receivable Specialist,291,11567,"""I love numbers.""",high
406419,Apple,Production Engineer Intern,291,140635,"""Great working experience, but there is a limited amount of learning.""",high
405916,Apple,Fraud Prevention Specialist,291,28770,"""I like the team work, the learning and teaching experience, and contributing to the company success.""",high
405892,Apple,Sales Representative,291,8,"""I like the flexible hours, 8-5 job, creativity, structured training, products, people, culture, time off, pay, management, opportunities, and advancement.""",high
403050,Apple,Senior Advisor,291,10196,"""It truly is one of the more admirable companies ever. Their products are second to none, and it is great to be a part of that.""",high
398627,Apple,Test Engineer,291,9150,"""I get a good experience in a variety of areas and get to work with people with a different mindset.""",high
396207,Apple,Business Specialist,291,11659,"""They make great products, and they are constantly innovating internal processes.""",high
393955,Apple,Specialist,291,9603,"""My experience at Apple has been amazing.""",high
392489,Apple,Mac Specialist,291,8232,"""It was just sales support and some technical training.""",high
392048,Apple,Technical Support Agent,291,14333,"""Apple was a great company which allowed me to work from home.""",high
391825,Apple,Senior Product Representative,291,58495,"""Working with Apple in the 1990s was an exciting opportunity.""",high
391295,Apple,Specialist,291,9603,"""Apple provided opportunity to grow and support.""",high
388230,Apple,Web Developer,291,59,"""Great company.""",high
386249,Apple,Senior Area Manager,291,14723,"""I like the great product and innovative culture. I enjoy the leveraging of employees to improve product design. There is a great commitment to customer satisfaction.""",high
383618,Apple,Specialist,291,9603,"""I like the relaxed, cool atmosphere, casual dress, fun people, and creative environment.""",high
382819,Apple,Cashier,291,5,"""Concierge was in all with sales.""",high
382040,Apple,Desktop Support Technician,291,11185,"""Apple Inc. is a great company to work for.""",high
381951,Apple,Sales Specialist,291,15284,"""I loved my coworkers. Everyone had something to offer in the selling cycle. I love technology.""",high
381370,Apple,Campus Representative,291,11359,"""Overall, I was very satisfied with my role as a representative for Apple.""",high
376277,Apple,Software Developer,291,54,"""Working with Apple was a great experience.""",high
372108,Apple,Genius,291,15444,"""I like the incredible products and culture. Management is great. The focus on customers is everything. Training is top notch. Benefits are WOW!""",high
372104,Apple,UNIX Engineer,291,9075,"""The Apple vision is of course famous worldwide and backs a very fine series of products.""",high
334717,Apple,Customer Support Specialist,291,12319,"""I worked there before graduation. I was there to help customers who did not speak English.""",high
323329,Apple,Campus Representative,291,11359,"""Apple is an amazing company!""",high
309589,Apple,Product Manager,291,43,"""I was very happy working at Apple whether I reported to Volt or Apple.""",high
308111,Apple,Facilities Administrator,291,15386,"""Awesome company to work for.""",high
293735,Apple,Lead Genius,291,99378,"""Dynamic, busy, challenging, engaging, and rewarding.""",high
274107,Apple,Specialist,291,9603,"""Apple is the leading retailer in customer service satisfaction.""",high
270872,Apple,Director of Engineering,291,11886,"""Great company to work for.""",high
252463,Apple,Specialist,291,9603,"""It was everything you'd imagine!""",high
247923,Apple,Product Manager,291,43,"""Before the MAC, working at Apple was like the wild west. Anything was possible.""",high
241140,Apple,Programmer Analyst,291,60,"""The job was really great.""",high
231438,Apple,Mac Specialist,291,8232,"""Great company to work for.""",high
229422,Apple,Computer Software Merchandiser,291,142525,"""I was an independent contractor. I did marketing remotely and solely.""",high
215238,Apple,Technical Writer,291,10129,"""Apple, is it rotten at the core.""",high
201722,Apple,Product Specialist,291,10655,"""Loved working for Apple Computer.""",high
186811,Apple,Customer Service Representative,291,3,"""A great company to work for.""",high
184937,Apple,Genius,291,15444,"""Good company and people, with entitled customers.""",high
183480,Apple,Contractor,291,63,"""One of the best jobs I've had.""",high
175940,Apple,Technical Support Specialist,291,8488,"""Very, very, very, very good.""",high
160766,Apple,Temporary Employee,291,140750,"""After a while working with them I felt unsatisfied.""",high
155527,Apple,Senior Product Manager,291,12377,"""Loved working there, but hated the politics at the time.""",high
1592700,Apple,Power Systems Design Engineer,291,56510,"""Apple Inc. requires a lot of overtime.""",high
1576829,Apple,Production Manager,291,50,"""Exciting, changing, great experience, and excellent opportunities.""",high
1569539,Apple,Senior Quality Engineer,291,10130,"""Apple is still the best!""",high
1568825,Apple,Senior Manager,291,13632,"""It was a great place to work, and I learned a lot there.""",high
1558899,Apple,Hardware Engineer,291,13601,"""Contract position. I was not treated very well.""",high
1556882,Apple,Business Development Manager,291,38,"""Apple is an amazing company.""",high
53588,Apple,Help Desk Representative,291,12940,"""I like the products.""",high
1536479,Apple,Game Developer,291,13362,"""iPhone, iPad and iPod platform make people happy wherever they need to have entertainment. As a game developer, I am enjoying to serve people via iPhone, iPad and iPod games. I like to work with these because they are bringing features and challenges.""",high
40082,Apple,Creative Director,291,13348,"""There are always new things to learn, great people, and I get to teach computer lessons daily and meet great people.""",high
1519719,Apple,White Box Tester,291,142602,"""The work culture is nice; I get to work independently and there are no unnecessary formalities. People are straightforward. People are smart, so I get to learn a lot.""",high
1507682,Apple,Manufacturing Associate,291,13808,"""Try to find a low cost manufacturing model, enabling work to stay in United States.""",high
1505512,Apple,Senior QA Engineer,291,7876,"""Be passionate about putting in the time to deliver awesome products, or don't bother interviewing.""",high
1481573,Apple,Programmer,291,66,"""Upper management should make clear to middle management that backstabbing and similar forms of politically motivated dishonesty will not be tolerated, and terminate middle managers who just don't get it.""",high
1476434,Apple,QA Tester,291,13835,"""Getting to know the environment of software testing was foundational, and the experience was essential.""",high
1473295,Apple,Area Administrator,291,18445,"""Best job I ever had! Excellent agency (Volt), and jobs at Apple are fabulous and fun!""",high
1458259,Apple,District Manager,291,47,"""I was continually challenged to enhance and improve our value proposition to our channel partners. Additionally, I enjoyed the company of exceptionally smart colleagues.""",high
1456544,Apple,Facilities Manager,291,14541,"""I liked watching Steve Job in action regarding his management skills in bringing new products to the market place.""",high
1448445,Apple,Senior Software Development Engineer,291,135683,"""I like the unique culture that is different than any other company I have worked for. It gives individuals the freedom and power to be at their best. I like everything about Apple. It is a great place to work for and a great lifetime experience.""",high
1446137,Apple,Software Manager,291,9889,"""I was there before the return of Steve Jobs. Apple is better now than then.""",high
1433872,Apple,iPhone Technical Support Specialist,291,43603,"""Take the reigns and be strict as you need to be, and don't worry about being the friend.""",high
1396457,Apple,Technical Writer,291,10129,"""I liked the positive interpersonal relationships among co-workers.""",high
1388490,Apple,Developer Intern,291,13586,"""Apple is a product-driven company filled with passionate and creative individuals.""",high
1388092,Apple,Senior Manager,291,13632,"""Great place with very progressive and competent employees.""",high
1381542,Apple,Technical Support Supervisor,291,9550,"""Volt Workforce Solutions didn't do a good job with this account.""",high
1373558,Apple,Product Manager,291,43,"""Great products, great benefits, and lots of great people.""",high
1368591,Apple,Director,291,57,"""It's Apple. Steve runs it. Everyone else does the heavy lifting. But we made fantastic products.""",high
1367715,Apple,Technical Writer,291,10129,"""Great company. I would definitely work there again.""",high
1365091,Apple,Contractor,291,63,"""Good company and workplace.""",high
1363662,Apple,Team Leader,291,8416,"""Loved it.""",high
1353625,Apple,QA Tester,291,13835,"""Long hours, lots of political infighting, but at least the stock is good.""",high
1350693,Apple,Apple Campus Representative,291,49183,"""It was a great job for a college student who loves computers and interacting with people.""",high
1348466,Apple,Senior Software Quality Engineer,291,8404,"""Excellent company to work at.""",high
1332356,Apple,Software Specialist,291,8646,"""I was lucky to work for Apple Inc.""",high
1329548,Apple,Reporting Analyst,291,12562,"""Contract position for staff shortage - management had NO IDEA how difficult the work the employee was doing. She was pulling 10-12 hour days and weekends.""",high
1327027,Apple,PCB Designer,291,9462,"""Fun place to work and play.""",high
1325552,Apple,Senior Software Engineer,291,22,"""Contract position at Apple Inc.""",high
1323113,Apple,Technical Writer,291,10129,"""Great place to work if you are drinking the Kool-Aid by the gallon.""",high
1320801,Apple,Mac Specialist,291,8232,"""Great retail position with the opportunity to help people with a very important decision, which computer to buy!""",high
1315218,Apple,Quality Engineer,291,7985,"""I like the working environment and technology.""",high
1305275,Apple,Specialist,291,9603,"""Great part-time job.""",high
1304578,Apple,Technical Support Engineer,291,9442,"""Apple contracted its phone support to MicroAge.""",high
1301619,Apple,Customer Service Technician,291,8679,"""This was a great place to work.""",high
1298199,Apple,Senior Research Scientist,291,10150,"""Apple was great until Microsoft developed Windows.""",high
1297166,Apple,Family Room Specialist,291,28336,"""The people are fun and forward thinking.""",high
1295745,Apple,Senior Technical Support Engineer,291,8941,"""I was a technical support engineer, team lead, and writer in this wonderful position.""",high
1294956,Apple,Campus Representative,291,11359,"""I liked the ability to travel around and meet new people.""",high
1291577,Apple,Student Advisor,291,12592,"""I liked engaging with a wide variety of people and perfecting my communication skills, leadership skills, and presentation skills.""",high
1291128,Apple,Assistant Project Manager,291,13602,"""I like almost everything. The company is really great, and the employees are really treated well.""",high
1288309,Apple,Purchasing Manager,291,7986,"""Apple Computer/Advanced Logic Systems was a fantastic growth opportunity in the 80's and still is.""",high
1284986,Apple,QA Engineer,291,12326,"""Temping at Apple was great. Volt was easy to work for, but pay was on the lower end.""",high
1282791,Apple,Senior Mechanical Engineer,291,11152,"""Fast-paced and long hours.""",high
1280155,Apple,Engineering Quality Manager,291,27959,"""Apple is a great place to work.""",high
1276438,Apple,Co-op Engineer,291,141097,"""Great company. I wish they had the money to keep me there longer.""",high
1275345,Apple,Advisory Systems Engineer,291,11544,"""I enjoyed working for Apple.""",high
1273659,Apple,Researcher,291,8302,"""There is a lot of dead wood in this company.""",high
1272956,Apple,Senior Systems Administrator,291,11047,"""Apple is great for full-time employees, but not so much for contractors.""",high
1260169,Apple,Mac Genius,291,17012,"""Great place to work.""",high
1254759,Apple,Account Manager,291,19,"""I would have worked at Apple forever had I not been laid off.""",high
1254421,Apple,International Product Manager,291,30156,"""Apple is the bomb!""",high
1253317,Apple,Cross Platform Engineer,291,51255,"""Great.""",high
1252517,Apple,Automation Programmer,291,23980,"""Great company. Great culture.""",high
1250471,Apple,Cross Platform Engineer,291,51255,"""Good experience.""",high
1247093,Apple,QA Engineer,291,12326,"""A good source of diverse job opportunities for technical staff.""",high
1246458,Apple,Reliability Engineer,291,8892,"""Great place to work.""",high
1246312,Apple,Accounts Receivable Manager,291,7981,"""I would go back there to work again.""",high
1245432,Apple,Test Engineer,291,9150,"""Great company to work for.""",high
1237743,Apple,Creative Director,291,13348,"""I like the new technology and interesting people.""",high
1234807,Apple,Senior Consultant,291,65,"""I like the innovation.""",high
1214261,Apple,Trainer,291,9119,"""Contract - temporary position.""",high
1202050,Apple,Network Engineer,291,62,"""First job out of school, which spoiled me for life.""",high
1196252,Apple,Senior Financial Analyst,291,8832,"""My likes are: great environment, relaxed, and no dress code.""",high
1195838,Apple,Signal Processing Engineer,291,37039,"""Apple has a lot of growth potential and great job security, but the cost of living in this area makes it hard to have a decent living.""",high
1194684,Apple,Genius,291,15444,"""Don't work for Apple, unless you like retail.""",high
1190670,Apple,Software QA Lead,291,11131,"""I like the culture, work environment, and products.""",high
1189248,Apple,Manufacturing Manager,291,14039,"""Exciting hard work.""",high
1189037,Apple,Technical Support Specialist,291,8488,"""Wonderful experience.""",high
1183287,Apple,Product Designer,291,13776,"""This was circa 1990""",high
1180245,Apple,Engineering Director,291,146182,"""I like the culture, the people, and the products.""",high
1176255,Apple,Mac Genius,291,17012,"""Just okay.""",high
1169821,Apple,Senior SMB Representative,291,102355,"""I like the high quality employees.""",high
1161131,Apple,J2EE Architect,291,12066,"""I was on contract, not employed with Apple.""",high
1160466,Apple,Latin America Controller,291,64593,"""I like its products and innovation.""",high
1154723,Apple,Technical Support Agent,291,14333,"""Good temp job until you find something better.""",high
1148645,Apple,Account Executive,291,6,"""Apple was like family.""",high
1135414,Apple,Principal Engineer,291,9710,"""I liked building something that people used.""",high
1134350,Apple,Call Center Team Manager,291,11480,"""Fun place to work. It's a shame they relocated and shut the company down.""",high
1132650,Apple,Telephone Technical Support Administrator,291,48179,"""A great place to work.""",high
1130699,Apple,Support Specialist,291,139393,"""The worst of Apple Inc.""",high
1124354,Apple,Marketing Manager,291,24,"""A unique place to work.""",high
1121636,Apple,Apple Employee,291,1,"""It won't get anywhere. Apple has become too arrogant.""",high
1118272,Apple,Global Sourcing Manager,291,12832,"""Passion beyond imagination.""",high
1117815,Apple,Mac Specialist,291,8232,"""It was a learning experience for me that really put me in the midst of different people with different desires.""",high
1117389,Apple,Software Engineer,291,13,"""A good place to do good work on high visibility products.""",high
1110767,Apple,Senior Software Manager,291,14457,"""Apple is a great place to work and grow professionally.""",high
1110335,Apple,Apple Employee,291,1,"""Outstanding company and great opportunity.""",high
1110300,Apple,Consumer Product Manager,291,50924,"""Wonderful place to learn and grow.""",high
1106947,Apple,Technical Support Representative,291,9808,"""A good learning experience.""",high
1102057,Apple,Iphone Technician,291,54252,"""Customer satisfaction.""",high
1095579,Apple,Genius,291,15444,"""I enjoy the people whom I work with, as well as the management.""",high
1095480,Apple,Mac Specialist,291,8232,"""Misalignment with management turned me off the company.""",high
1094329,Apple,Financial Analyst,291,8103,"""Good company.""",high
1089578,Apple,Product Manager,291,43,"""Great company to work for.""",high
1085834,Apple,Systems Engineer,291,61,"""Working at Apple entices success, due to the environment, the people, and the company infrastructure.""",high
1082129,Apple,Account Executive,291,6,"""An opportunity to work with the most innovative and intelligent minds in the business!""",high
1081428,Apple,Genius,291,15444,"""Great company.""",high
1080394,Apple,iPhone Support Technician,291,121382,"""Unaccommodating.""",high
1080004,Apple,Engineering Project Manager,291,12051,"""It was very good experience.""",high
1077936,Apple,System Engineering Manager,291,37814,"""Nirvana at the peak.""",high
1067058,Apple,Genius,291,15444,"""It's a decent job.""",high
1058618,Apple,Engineering Manager,291,14608,"""Great in a lot of ways, but my expectations were too high.""",high
1056961,Apple,Inventory Specialist,291,13135,"""I work in the Metairie, LA (New Orleans) Apple Store and enjoy the day-to-day activities which keep the mind sharp and agile. With such high demand for our products, and being the inventory specialist of the store, I must track and validate any discrepancies in our inventory, which has polished my problem-solving and multitasking skills. I also enjoy the many people I work with and enjoy working for Apple.""",high
1050939,Apple,Independent Contractor,291,8991,"""It was a fun place to work.""",high
1050315,Apple,Sales Training Manager,291,12285,"""I like the great people and great products.""",high
1045433,Apple,Development Manager,291,12316,"""Leading edge.""",high
1044432,Apple,Inventory Manager,291,10410,"""For a retail job, Apple is great. Long-term, it isn't for me though.""",high
1038687,Apple,QA Manager,291,12138,"""Apple was a great company to work for!""",high
1038665,Apple,Store Manager,291,20,"""Excellent.""",high
1038459,Apple,Technical Support Agent,291,14333,"""Fun, fast-paced work environment for today's tech savvy generation.""",high
1037183,Apple,Business Systems Developer,291,24543,"""Apple can be a challenging but exciting place to work. Apple has excellent prospects!""",high
1037116,Apple,Mobile Systems Architect,291,100012,"""Great products - poor management.""",high
1036052,Apple,Consulting Engineer,291,9837,"""A fast-paced job putting you at the epicenter of the future.""",high
1028679,Apple,Test Tool Developer,291,103256,"""I was a contractor (enough said).""",high
1024978,Apple,Sales Representative,291,8,"""I loved sharing the technology with PC users, and showing them that there is a better and easier way to compute.""",high
1023901,Apple,Senior Product Manager,291,12377,"""Time of my life!""",high
2092123,Amazon,Amazon Employee,283,1,"""Amazon offers a competitive starting salary for Warehouse Associates, with opportunities for growth and development. The overall experience as an employee is positive, but the job can be physically demanding. The overall rating for this job would be 3.5 out of 5 stars.""",high
2092092,Amazon,Amazon Employee,283,1,"""As an Area Manager at Amazon, I have found the job to be very challenging but also very rewarding. The company provides a competitive salary and excellent benefits. The work environment is very fast-paced, and there is always something new to learn. Overall, I would recommend Amazon to anyone looking for a job in the e-commerce sector.""",high
